category,material,material_cost,labour_hours,labour_rate,quality_score,craftsmanship_complexity,size_scale,season_demand_index,market_reference_price,selling_price
Blue Pottery & Ceramics,Ceramic Glaze,1142.45,6.5,150.0,3.8,5,1,1.24,3705.54,4071.98
Carved Woodwork,Sheesham Wood,380.92,19.5,100.0,4.0,1,3,1.31,3548.83,3996.13
Folk Paintings,Tussar Silk Fabric,1762.46,35.2,100.0,3.6,5,2,1.36,10564.92,11359.67
Handloom Textiles,Chanderi Cotton-Silk,318.21,73.6,85.0,2.8,3,2,1.36,11340.51,12045.08
Handloom Textiles,Mulberry Silk,2350.84,73.4,200.0,4.5,2,4,1.11,28100.89,26662.17
Carved Woodwork,Sheesham Wood,2092.92,78.5,120.0,2.5,1,1,0.93,17528.42,13239.86
Carved Woodwork,Seasoned Teakwood,462.67,29.1,120.0,4.4,3,3,1.34,6594.41,7878.75
Handloom Textiles,Handspun Cotton,437.55,36.0,200.0,4.4,2,1,1.16,12601.96,12449.15
Dhokra & Brass Craft,Recycled Bell Metal Brass,172.45,50.4,70.0,2.9,1,2,1.2,6022.48,5656.15
Folk Paintings,Handmade Vasli Paper,378.78,78.5,120.0,3.6,2,2,1.22,17245.85,15403.54
Carved Woodwork,Seasoned Teakwood,2169.86,74.6,150.0,4.7,5,5,1.02,24214.75,21904.68
Carved Woodwork,Seasoned Teakwood,744.4,66.5,85.0,3.9,5,5,1.06,11594.38,11045.45
Blue Pottery & Ceramics,Ceramic Glaze,2144.68,23.4,200.0,4.1,3,2,1.38,10987.73,13578.2
Terracotta & Clay,Natural Alluvial Clay,2024.8,43.9,180.0,3.6,1,4,1.2,13028.93,14805.33
Carved Woodwork,Seasoned Teakwood,1421.46,28.3,180.0,4.2,4,5,1.28,11336.9,12531.4
Terracotta & Clay,Terracotta Red Clay,1419.3,3.9,120.0,4.3,3,4,1.24,2712.99,3067.13
Handloom Textiles,Chanderi Cotton-Silk,1725.14,46.0,120.0,3.2,4,5,0.98,13041.25,10793.23
Terracotta & Clay,Natural Alluvial Clay,1442.01,6.6,85.0,3.8,5,1,1.12,3129.7,3310.95
Terracotta & Clay,Natural Alluvial Clay,1479.32,41.4,200.0,4.4,1,1,1.23,12809.11,16395.43
Terracotta & Clay,Natural Alluvial Clay,298.07,62.3,180.0,4.5,3,2,1.04,16548.6,17674.76
Carved Woodwork,Rosewood,1332.69,32.4,120.0,4.5,5,2,1.04,9462.5,9162.83
Blue Pottery & Ceramics,Ceramic Glaze,1436.05,4.7,85.0,4.3,1,5,1.22,2698.26,2802.56
Carved Woodwork,Seasoned Teakwood,152.65,33.6,180.0,3.6,2,2,1.36,9890.04,10600.19
Dhokra & Brass Craft,Bronze Alloy,2112.23,79.8,200.0,4.9,2,3,1.36,30813.15,35763.54
Carved Woodwork,Rosewood,2075.73,24.3,120.0,2.6,1,2,1.03,7599.91,6349.98
Handloom Textiles,Handspun Cotton,338.66,53.8,200.0,4.3,4,1,1.0,19977.59,17157.56
Blue Pottery & Ceramics,Porcelain Clay,1906.96,28.4,150.0,4.1,5,4,1.01,10792.18,9353.92
Handloom Textiles,Mulberry Silk,327.02,49.3,200.0,2.8,4,4,1.36,18336.64,19394.85
Blue Pottery & Ceramics,Ceramic Glaze,1996.65,28.0,85.0,3.0,2,1,1.3,6740.04,7570.16
Folk Paintings,Handmade Vasli Paper,1273.25,23.5,85.0,3.8,3,1,1.21,6018.18,5336.15
Dhokra & Brass Craft,Copper Brass Blend,2166.41,71.5,180.0,3.6,5,1,1.35,29133.04,32301.74
Dhokra & Brass Craft,Bronze Alloy,1495.68,56.1,200.0,4.9,1,4,1.27,20694.77,21122.03
Folk Paintings,Handmade Vasli Paper,2006.11,39.6,150.0,3.4,4,2,1.0,15256.53,12007.17
Handloom Textiles,Mulberry Silk,1317.75,59.5,100.0,3.5,1,5,1.1,11446.71,10882.18
Carved Woodwork,Sheesham Wood,406.18,41.2,150.0,3.3,5,2,1.01,11937.45,10901.61
Terracotta & Clay,Natural Alluvial Clay,660.97,45.9,180.0,4.1,3,1,1.38,12826.77,17555.08
Dhokra & Brass Craft,Recycled Bell Metal Brass,399.6,23.5,180.0,4.6,4,3,1.21,8611.06,8824.12
Carved Woodwork,Rosewood,1401.44,48.5,150.0,2.5,1,1,1.1,13209.88,11553.1
Blue Pottery & Ceramics,Quartz Powder Frit,1824.56,59.1,150.0,3.3,1,1,1.32,15713.65,17045.83
Carved Woodwork,Rosewood,2339.94,65.4,180.0,3.0,4,4,0.98,24554.78,18561.32
Carved Woodwork,Sheesham Wood,2198.01,42.4,70.0,2.7,2,3,1.24,8239.79,8142.31
Dhokra & Brass Craft,Copper Brass Blend,1490.91,73.0,70.0,4.5,3,3,0.91,11766.12,9345.73
Dhokra & Brass Craft,Bronze Alloy,2128.66,12.8,180.0,3.8,4,1,1.05,8244.75,6653.87
Carved Woodwork,Sheesham Wood,1172.41,41.6,100.0,4.7,4,3,1.27,9278.39,10184.44
Carved Woodwork,Rosewood,1178.91,59.6,100.0,2.9,4,3,1.07,12421.7,10936.41
Dhokra & Brass Craft,Recycled Bell Metal Brass,1083.04,4.1,180.0,4.2,4,5,1.02,3387.13,2778.32
Handloom Textiles,Handspun Cotton,1373.21,67.1,120.0,4.1,4,5,1.29,16965.38,18206.3
Dhokra & Brass Craft,Bronze Alloy,666.11,16.0,70.0,3.2,4,5,1.15,3322.16,3086.0
Terracotta & Clay,Black Clay,797.39,24.6,85.0,3.2,2,5,1.28,3971.54,4949.46
Folk Paintings,Handmade Vasli Paper,2041.45,78.2,70.0,2.6,5,4,1.37,15030.9,14765.92
Blue Pottery & Ceramics,Quartz Powder Frit,1852.17,50.0,120.0,3.7,4,2,1.16,13191.65,13587.26
Folk Paintings,Tussar Silk Fabric,1382.75,46.5,200.0,4.2,5,5,0.91,21365.5,15677.69
Terracotta & Clay,Natural Alluvial Clay,1278.04,68.2,150.0,2.9,2,2,1.27,15823.56,18467.0
Terracotta & Clay,Black Clay,930.28,23.4,180.0,4.3,1,1,1.35,6749.24,8986.66
Terracotta & Clay,Black Clay,941.15,22.2,100.0,4.7,2,5,1.11,4346.58,5357.71
Dhokra & Brass Craft,Bronze Alloy,2360.37,61.1,200.0,2.9,1,3,1.17,23729.55,20782.61
Handloom Textiles,Handspun Cotton,1508.36,56.5,100.0,4.2,5,3,1.32,13421.92,14481.24
Dhokra & Brass Craft,Bronze Alloy,687.8,49.5,70.0,3.3,3,3,1.07,7402.37,6221.13
Carved Woodwork,Seasoned Teakwood,1987.25,67.3,120.0,2.9,2,1,0.99,16050.88,13205.31
Dhokra & Brass Craft,Recycled Bell Metal Brass,1094.58,17.9,120.0,2.7,2,2,1.3,5528.6,5402.61
Blue Pottery & Ceramics,Porcelain Clay,273.25,62.9,200.0,3.1,3,3,1.1,20693.73,20227.57
Blue Pottery & Ceramics,Quartz Powder Frit,801.11,3.9,100.0,5.0,1,2,0.92,1750.93,1563.62
Handloom Textiles,Mulberry Silk,900.7,8.4,180.0,5.0,1,3,1.22,3800.0,4113.63
Terracotta & Clay,Terracotta Red Clay,102.39,38.5,200.0,2.6,2,3,1.05,10728.29,9758.84
Blue Pottery & Ceramics,Quartz Powder Frit,1065.36,20.9,150.0,2.6,4,1,1.25,7056.6,7375.75
Carved Woodwork,Seasoned Teakwood,223.53,26.5,150.0,4.1,2,5,0.9,6696.66,5469.38
Terracotta & Clay,Natural Alluvial Clay,2376.77,62.8,100.0,4.1,2,4,1.31,11903.06,14752.13
Blue Pottery & Ceramics,Porcelain Clay,937.28,53.9,180.0,3.2,5,5,1.25,18618.74,19748.37
Folk Paintings,Cotton Canvas,332.85,21.3,200.0,4.9,5,4,1.39,9185.7,10369.89
Blue Pottery & Ceramics,Ceramic Glaze,862.13,27.5,120.0,4.7,3,4,0.94,6701.03,6150.17
Dhokra & Brass Craft,Recycled Bell Metal Brass,2476.23,8.8,85.0,2.5,1,4,1.14,5247.43,4489.8
Carved Woodwork,Seasoned Teakwood,2390.22,74.3,120.0,3.2,5,5,1.24,20492.52,20917.52
Folk Paintings,Tussar Silk Fabric,2052.74,78.4,100.0,2.7,2,5,1.24,17411.22,15815.41
Dhokra & Brass Craft,Bronze Alloy,98.84,61.0,180.0,4.1,1,4,0.95,18030.81,14316.32
Handloom Textiles,Handspun Cotton,513.61,52.8,150.0,4.0,2,3,1.38,13915.46,14741.99
Handloom Textiles,Handspun Cotton,310.01,76.2,180.0,4.8,5,2,0.92,26298.77,21350.39
Dhokra & Brass Craft,Recycled Bell Metal Brass,423.48,26.5,70.0,4.1,3,4,1.13,4061.39,3788.66
Blue Pottery & Ceramics,Quartz Powder Frit,606.22,22.6,150.0,4.0,3,5,1.08,6433.91,6329.22
Blue Pottery & Ceramics,Quartz Powder Frit,945.11,59.2,85.0,4.8,5,5,1.32,10459.94,12743.08
Terracotta & Clay,Black Clay,1541.96,54.6,70.0,2.6,3,5,0.99,7710.69,6806.7
Carved Woodwork,Sheesham Wood,888.61,11.3,200.0,3.5,2,2,1.31,5022.03,5238.78
Dhokra & Brass Craft,Copper Brass Blend,1783.54,29.0,85.0,4.1,2,5,1.31,7243.76,7672.96
Handloom Textiles,Mulberry Silk,1500.11,67.1,70.0,4.2,5,3,1.07,11619.58,10369.58
Terracotta & Clay,Terracotta Red Clay,2236.21,41.2,100.0,3.3,1,3,0.98,8342.53,7987.87
Folk Paintings,Cotton Canvas,1805.5,15.1,180.0,2.6,2,5,1.1,7961.36,6213.96
Dhokra & Brass Craft,Recycled Bell Metal Brass,114.37,14.8,85.0,4.5,3,4,1.08,2446.25,2234.17
Folk Paintings,Cotton Canvas,1040.47,23.2,180.0,4.8,5,2,1.02,10432.94,9333.5
Handloom Textiles,Handspun Cotton,1338.4,63.7,180.0,2.6,5,1,1.29,24008.25,23985.62
Blue Pottery & Ceramics,Porcelain Clay,1864.09,56.9,150.0,4.8,3,3,1.39,16742.53,22266.02
Terracotta & Clay,Natural Alluvial Clay,1744.71,75.3,70.0,4.8,4,5,1.04,10523.57,11730.54
Handloom Textiles,Chanderi Cotton-Silk,1441.59,64.8,180.0,3.1,4,5,1.38,23590.06,25608.44
Handloom Textiles,Mulberry Silk,335.85,54.2,200.0,3.2,5,3,1.36,20954.72,23566.97
Dhokra & Brass Craft,Recycled Bell Metal Brass,1696.38,10.2,200.0,3.4,5,3,1.17,7239.24,6808.39
Handloom Textiles,Handspun Cotton,1367.33,42.4,120.0,3.1,2,5,1.36,10651.29,11586.84
Blue Pottery & Ceramics,Porcelain Clay,2057.77,46.1,85.0,4.7,3,1,1.2,9621.79,10607.23
Terracotta & Clay,Terracotta Red Clay,216.19,34.7,70.0,4.3,5,3,1.13,4133.11,4605.56
Blue Pottery & Ceramics,Ceramic Glaze,1043.52,47.7,200.0,3.8,3,4,1.06,17039.47,16854.9
Handloom Textiles,Handspun Cotton,260.68,73.4,120.0,3.9,2,2,1.04,14963.32,12771.7
Blue Pottery & Ceramics,Quartz Powder Frit,344.75,53.8,200.0,4.6,5,2,1.18,19433.31,20219.33
Carved Woodwork,Rosewood,1367.41,65.3,70.0,3.0,4,4,1.24,10332.83,10460.18
Folk Paintings,Handmade Vasli Paper,2173.45,41.5,180.0,3.0,1,1,1.03,16201.0,12878.11
Blue Pottery & Ceramics,Quartz Powder Frit,1239.17,4.3,100.0,3.2,4,1,1.26,2804.21,2986.71
Blue Pottery & Ceramics,Quartz Powder Frit,710.73,15.5,120.0,4.6,1,2,0.99,3778.97,3665.27
Carved Woodwork,Rosewood,1890.55,39.2,180.0,4.6,3,2,1.26,14918.37,17871.21
Dhokra & Brass Craft,Bronze Alloy,1939.06,35.7,120.0,4.6,1,5,1.03,10128.03,8935.96
Blue Pottery & Ceramics,Ceramic Glaze,1702.17,52.5,70.0,4.8,5,2,0.95,9410.05,8924.62
Carved Woodwork,Sheesham Wood,732.17,21.7,70.0,2.7,1,1,1.37,3427.41,3655.99
Dhokra & Brass Craft,Copper Brass Blend,1836.37,53.6,200.0,4.7,3,5,1.39,22381.73,26331.91
Dhokra & Brass Craft,Bronze Alloy,505.02,35.4,100.0,3.8,2,4,1.1,6896.76,6014.4
Dhokra & Brass Craft,Recycled Bell Metal Brass,2272.49,6.2,120.0,4.8,4,2,1.28,5610.67,5985.82
Terracotta & Clay,Natural Alluvial Clay,1494.68,5.9,70.0,3.8,4,1,1.37,2861.52,3798.93
Handloom Textiles,Chanderi Cotton-Silk,408.71,21.2,70.0,3.0,4,2,1.24,3406.88,3487.19
Blue Pottery & Ceramics,Quartz Powder Frit,2467.04,44.1,120.0,4.2,2,3,1.05,11948.92,11528.08
Handloom Textiles,Chanderi Cotton-Silk,1931.02,4.7,85.0,3.4,4,5,1.28,4194.94,4199.9
Dhokra & Brass Craft,Recycled Bell Metal Brass,1995.77,39.6,120.0,3.5,1,2,1.1,10982.0,9734.07
Carved Woodwork,Seasoned Teakwood,1540.79,73.6,120.0,2.5,1,1,1.26,15792.57,15591.74
Blue Pottery & Ceramics,Ceramic Glaze,791.58,57.7,120.0,4.5,5,1,0.94,13502.26,12045.38
Dhokra & Brass Craft,Recycled Bell Metal Brass,1299.13,52.7,180.0,3.8,4,5,0.94,20060.34,14736.1
Folk Paintings,Handmade Vasli Paper,2134.66,43.2,70.0,4.2,2,1,1.22,9079.24,8994.64
Handloom Textiles,Chanderi Cotton-Silk,2284.13,16.4,120.0,3.0,1,3,1.19,6697.1,6135.15
Terracotta & Clay,Terracotta Red Clay,1964.12,59.5,180.0,3.6,2,5,1.01,17426.91,16824.04
Dhokra & Brass Craft,Recycled Bell Metal Brass,2236.9,64.9,200.0,3.9,5,4,0.94,29482.74,23561.28
Carved Woodwork,Seasoned Teakwood,1816.98,55.3,120.0,4.7,5,4,1.11,15321.03,15774.89
Folk Paintings,Tussar Silk Fabric,1075.23,74.6,180.0,4.9,1,4,0.98,24365.43,19624.55
Blue Pottery & Ceramics,Ceramic Glaze,376.5,19.3,100.0,4.8,5,5,0.91,4036.38,3749.97
Terracotta & Clay,Natural Alluvial Clay,1621.4,21.0,120.0,4.1,1,1,1.29,5435.59,7023.97
Blue Pottery & Ceramics,Porcelain Clay,2385.45,32.7,85.0,3.7,5,5,1.24,9038.66,9313.16
Carved Woodwork,Seasoned Teakwood,272.97,67.5,150.0,3.2,5,4,1.03,18846.32,15004.43
Folk Paintings,Cotton Canvas,1363.24,30.2,85.0,2.9,4,3,1.27,7546.06,7219.73
Handloom Textiles,Chanderi Cotton-Silk,1693.91,21.0,150.0,4.5,3,2,1.17,8355.74,9144.09
Handloom Textiles,Mulberry Silk,345.3,60.7,150.0,3.3,2,3,1.32,15593.0,16155.47
Terracotta & Clay,Natural Alluvial Clay,2119.94,39.2,85.0,4.6,3,4,1.19,7837.16,9326.61
Terracotta & Clay,Black Clay,1551.88,19.9,200.0,3.2,1,3,1.06,7260.59,7688.0
Blue Pottery & Ceramics,Porcelain Clay,2061.35,12.6,70.0,2.9,1,2,1.12,4326.72,4132.08
Carved Woodwork,Sheesham Wood,506.29,49.8,100.0,4.8,1,1,1.08,8352.88,7935.5
Carved Woodwork,Seasoned Teakwood,2224.3,59.1,180.0,3.3,3,3,1.11,21447.89,18725.87
Folk Paintings,Cotton Canvas,1541.94,60.7,200.0,4.8,2,3,0.98,24080.21,20896.74
Terracotta & Clay,Natural Alluvial Clay,2240.57,53.4,180.0,3.2,5,1,1.39,18519.64,24640.75
Blue Pottery & Ceramics,Porcelain Clay,2242.63,25.4,180.0,4.7,5,1,0.97,11925.6,11003.33
Dhokra & Brass Craft,Bronze Alloy,1430.68,61.8,100.0,2.8,5,3,0.91,14745.69,10898.47
Handloom Textiles,Chanderi Cotton-Silk,2267.12,34.6,120.0,3.7,5,2,1.36,12035.85,13506.92
Handloom Textiles,Handspun Cotton,1841.19,12.4,85.0,3.1,5,5,1.02,5428.48,4571.91
Dhokra & Brass Craft,Copper Brass Blend,2060.53,79.3,85.0,4.1,4,3,1.04,16369.92,14393.19
Carved Woodwork,Sheesham Wood,1150.01,7.4,70.0,4.8,1,4,1.23,2539.55,2762.87
Folk Paintings,Cotton Canvas,1813.14,35.1,100.0,2.8,4,4,1.14,10220.43,8691.62
Dhokra & Brass Craft,Bronze Alloy,2416.37,35.1,200.0,4.3,1,4,0.98,15357.69,12700.31
Handloom Textiles,Chanderi Cotton-Silk,897.37,57.1,180.0,3.4,1,3,1.06,17601.21,15315.72
Terracotta & Clay,Terracotta Red Clay,716.17,5.8,200.0,2.6,1,2,0.99,2462.47,2245.89
Handloom Textiles,Chanderi Cotton-Silk,2476.71,55.6,180.0,4.3,5,2,1.32,23408.83,25478.46
Folk Paintings,Handmade Vasli Paper,1730.04,79.5,70.0,3.6,1,4,1.14,12255.67,11132.54
Folk Paintings,Tussar Silk Fabric,1419.3,5.5,180.0,4.8,5,4,1.09,4818.6,4434.99
Carved Woodwork,Sheesham Wood,2243.74,71.4,70.0,4.6,5,2,0.99,13125.65,11546.63
Carved Woodwork,Seasoned Teakwood,703.53,31.2,100.0,4.8,1,3,1.18,5821.32,5561.24
Blue Pottery & Ceramics,Porcelain Clay,1027.83,73.5,200.0,4.2,1,2,1.15,23119.91,24846.09
Dhokra & Brass Craft,Recycled Bell Metal Brass,1321.8,21.7,200.0,4.7,2,2,1.13,9653.37,8474.73
Folk Paintings,Cotton Canvas,1723.95,39.2,120.0,3.1,4,3,1.32,12341.66,12140.42
Terracotta & Clay,Natural Alluvial Clay,1605.57,26.2,120.0,4.2,4,5,1.36,7124.35,9620.61
Handloom Textiles,Handspun Cotton,1925.62,18.5,100.0,4.3,3,3,1.01,6512.94,5660.27
Carved Woodwork,Seasoned Teakwood,1829.42,52.6,200.0,2.6,5,4,1.39,22383.32,25527.71
Folk Paintings,Tussar Silk Fabric,367.15,46.9,150.0,4.9,5,5,1.06,14804.3,12838.37
Blue Pottery & Ceramics,Porcelain Clay,656.66,70.4,180.0,4.1,2,1,1.24,20526.14,22740.43
Blue Pottery & Ceramics,Quartz Powder Frit,1086.08,32.2,150.0,3.3,3,3,1.13,9524.89,9000.93
Terracotta & Clay,Black Clay,963.2,24.1,200.0,3.7,4,3,1.03,8674.8,8343.48
Terracotta & Clay,Terracotta Red Clay,1985.33,78.8,85.0,4.2,1,5,1.3,11396.87,14740.5
Folk Paintings,Cotton Canvas,525.92,19.4,70.0,4.2,1,5,1.37,3164.99,3462.38
Folk Paintings,Tussar Silk Fabric,2389.57,73.9,85.0,3.3,4,3,1.12,16648.45,14312.3
Carved Woodwork,Seasoned Teakwood,2089.04,30.8,120.0,4.0,2,1,1.27,9227.14,10279.44
Terracotta & Clay,Natural Alluvial Clay,2479.26,57.9,180.0,2.7,3,3,1.06,18545.56,18110.61
Dhokra & Brass Craft,Copper Brass Blend,2195.33,30.6,180.0,3.1,3,3,1.08,13731.19,12293.61
Blue Pottery & Ceramics,Ceramic Glaze,1806.58,3.3,100.0,3.1,5,2,1.11,3739.01,3626.59
Terracotta & Clay,Natural Alluvial Clay,1796.44,44.0,85.0,3.9,5,1,1.0,8650.69,8616.0
Folk Paintings,Handmade Vasli Paper,692.85,76.6,70.0,4.5,4,2,1.11,11625.31,10555.53
Handloom Textiles,Mulberry Silk,1803.19,47.7,180.0,4.2,4,1,1.03,18700.54,15807.19
Folk Paintings,Tussar Silk Fabric,2158.33,12.7,180.0,4.9,1,2,1.31,7466.47,8809.44
Terracotta & Clay,Black Clay,768.91,61.9,70.0,3.6,3,5,1.29,7334.0,8858.03
Blue Pottery & Ceramics,Ceramic Glaze,459.24,60.1,180.0,4.7,3,1,0.9,18156.36,16121.07
Folk Paintings,Cotton Canvas,2035.55,12.6,200.0,4.8,1,4,1.4,7653.32,8585.34
Dhokra & Brass Craft,Bronze Alloy,208.32,21.7,100.0,4.4,1,3,1.25,3870.72,4062.54
Handloom Textiles,Chanderi Cotton-Silk,549.85,13.0,150.0,3.3,4,5,1.15,4499.73,4147.1
Handloom Textiles,Mulberry Silk,1218.7,76.1,85.0,4.4,1,1,1.22,12107.34,11129.69
Terracotta & Clay,Terracotta Red Clay,754.49,15.2,100.0,4.1,3,2,1.03,3269.58,3517.07
Folk Paintings,Tussar Silk Fabric,1556.63,14.9,200.0,3.9,5,5,0.94,9073.26,6737.79
Handloom Textiles,Mulberry Silk,1006.36,15.1,120.0,3.9,3,3,1.2,4861.67,4766.37
Folk Paintings,Handmade Vasli Paper,1969.89,67.7,120.0,4.4,2,4,1.32,17765.25,18481.54
Blue Pottery & Ceramics,Ceramic Glaze,958.92,25.1,200.0,3.6,4,5,1.25,10044.59,11646.13
Folk Paintings,Tussar Silk Fabric,2144.22,77.9,180.0,4.3,3,1,1.24,29745.84,29704.09
Blue Pottery & Ceramics,Porcelain Clay,767.43,70.8,85.0,4.5,2,5,0.97,10449.56,9466.8
Folk Paintings,Handmade Vasli Paper,487.08,35.7,150.0,3.8,1,3,1.08,9814.69,7856.03
Dhokra & Brass Craft,Bronze Alloy,1135.22,51.0,180.0,4.5,3,3,1.13,18386.88,16921.05
Blue Pottery & Ceramics,Quartz Powder Frit,870.71,41.4,120.0,4.3,1,3,1.03,8582.9,7908.84
Terracotta & Clay,Black Clay,331.03,67.4,120.0,4.1,2,2,1.02,11576.17,11817.76
Carved Woodwork,Seasoned Teakwood,649.84,13.6,180.0,3.3,2,2,1.2,4941.05,4768.58
Carved Woodwork,Seasoned Teakwood,1124.79,37.9,200.0,4.1,1,2,0.98,13253.04,11850.19
